age,job,job_type,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,annual_income,y
52,driver,Blue-collar,married,masters,no,81231,yes,yes,Ncell,2,jul,1117,1,-1,1,unsuccessful,475200,no
47,driver,Blue-collar,single,+2,no,103537,yes,no,unknown,22,apr,608,2,-1,2,unsuccessful,198000,no
59,farmer,Business,divorced,bachelor,no,97847,yes,no,Ncell,7,dec,371,1,5,5,not_contacted,240000,no
42,shopkeeper,Business,divorced,+2,no,171320,yes,no,NTC,14,apr,1071,1,-1,3,not_contacted,252000,no
54,shopkeeper,Business,married,slc,no,49242,no,no,unknown,4,oct,545,2,-1,3,not_contacted,166320,no
45,private_office,White-collar,married,masters,no,4645,yes,no,NTC,9,feb,1053,2,-1,1,not_contacted,792000,no
37,bank_employee,White-collar,single,slc,no,108160,yes,no,NTC,4,jul,770,1,-1,0,not_contacted,336960,no
49,bank_employee,White-collar,divorced,slc,no,88238,yes,yes,NTC,21,jul,1079,2,-1,4,not_contacted,308880,yes
45,farmer,Business,divorced,slc,no,80113,yes,no,field_visit,7,dec,1042,3,-1,5,not_contacted,118800,yes
53,shopkeeper,Business,married,slc,no,113177,yes,no,unknown,17,dec,336,1,-1,2,unsuccessful,166320,no
23,farmer,Business,divorced,+2,no,127498,yes,yes,NTC,13,jan,602,3,-1,5,not_contacted,90000,no
64,teacher,White-collar,married,none,no,76828,no,no,unknown,10,apr,153,5,-1,4,unsuccessful,115200,no
52,private_office,White-collar,divorced,bachelor,no,46334,yes,no,Ncell,29,apr,289,1,15,2,unsuccessful,528000,no
33,government_job,White-collar,single,bachelor,no,98941,yes,no,NTC,7,nov,497,4,-1,0,not_contacted,528000,no
67,teacher,White-collar,divorced,bachelor,no,151970,no,no,unknown,5,jun,514,5,10,1,successful,384000,no
22,farmer,Business,single,bachelor,no,83396,yes,no,NTC,12,jul,270,4,-1,1,not_contacted,144000,no
32,government_job,White-collar,single,none,no,103467,yes,no,field_visit,28,mar,1087,3,-1,2,not_contacted,158400,no
68,shopkeeper,Business,married,+2,no,49618,yes,yes,NTC,13,dec,190,4,-1,1,not_contacted,210000,no
56,government_job,White-collar,married,+2,yes,149304,no,no,unknown,10,feb,652,5,-1,3,unsuccessful,330000,no
19,farmer,Business,single,bachelor,no,62391,yes,no,NTC,18,jun,386,5,-1,5,unsuccessful,144000,no
43,driver,Blue-collar,married,masters,no,108508,yes,no,NTC,18,feb,293,5,-1,2,not_contacted,518400,yes
59,shopkeeper,Business,divorced,masters,no,135749,yes,yes,unknown,5,nov,816,3,-1,3,unsuccessful,504000,no
27,bank_employee,White-collar,divorced,+2,no,111313,yes,no,Ncell,11,jul,464,4,-1,5,not_contacted,390000,no
63,unemployed,Unemployed,married,bachelor,no,58698,no,yes,Ncell,23,may,872,3,-1,3,not_contacted,48000,no
67,IT_professional,White-collar,single,slc,no,134853,yes,no,NTC,8,may,338,4,-1,1,not_contacted,345600,no
42,unemployed,Unemployed,single,bachelor,no,146023,yes,no,unknown,24,feb,661,5,-1,1,not_contacted,57600,no
57,shopkeeper,Business,single,+2,no,98733,yes,yes,NTC,12,may,938,3,-1,3,unsuccessful,210000,yes
33,construction_worker,Blue-collar,divorced,bachelor,no,94294,no,no,unknown,15,feb,970,3,-1,0,not_contacted,288000,no
44,teacher,White-collar,married,bachelor,no,45695,yes,yes,NTC,10,oct,918,4,-1,3,not_contacted,460800,no
68,driver,Blue-collar,divorced,none,no,81704,yes,no,NTC,17,may,337,3,-1,3,successful,86400,no
70,shopkeeper,Business,married,+2,yes,113408,yes,yes,field_visit,20,may,1002,1,-1,2,not_contacted,210000,no
62,government_job,White-collar,single,bachelor,no,92910,yes,no,unknown,27,mar,686,2,-1,3,not_contacted,528000,no
69,farmer,Business,single,masters,no,140965,yes,no,field_visit,7,dec,1095,5,-1,4,unsuccessful,360000,no
57,unemployed,Unemployed,single,masters,no,72116,yes,no,field_visit,14,aug,627,2,-1,1,not_contacted,72000,no
22,shopkeeper,Business,divorced,bachelor,no,105619,no,no,field_visit,9,feb,986,4,5,4,not_contacted,201600,no
26,driver,Blue-collar,married,masters,no,85065,no,no,unknown,20,feb,975,3,-1,2,not_contacted,432000,no
23,shopkeeper,Business,married,bachelor,no,86554,yes,no,NTC,4,sep,717,5,-1,0,not_contacted,201600,no
18,construction_worker,Blue-collar,married,+2,no,66963,yes,no,Ncell,27,feb,597,4,-1,2,not_contacted,108000,no
